0 24.0 24.0 24.0 24.0 24.0
1 24.0 24.0 24.0 24.0 24.0
2 24.0 24.0 24.0 24.0 24.0
3 24.0 24.0 24.0 24.0 24.0
4 24.0 24.0 24.0 24.0 24.0
5 24.0 24.0 24.0 24.0 24.0
6 24.0 24.0 24.0 24.0 24.0
7 24.0 24.0 24.0 24.0 24.0
8 24.0 24.0 24.0 24.0 24.0
9 24.0
10 24.0
11 24.0
12 24.0
13 24.0
14 24.0
15 24.0
16 24.0
17 24.0
18 24.0
19 24.0
20 24.0
21 25.0
22 27.0
23 29.0
24 29.0
25 29.0
26 29.0
27 29.0
28 29.0
29 30.0
30 30.0
31 30.0
32 28.0
33 28.0
34 28.0
35 28.0
36 27.0
37 26.0
38 22.0
39 22.0
40 22.0
41 22.0
42 22.0
43 22.0
44 22.0
45 22.0
46 22.0
47 22.0
48 22.0
49 22.0
50 22.0
51 22.0
52 22.0
53 22.0
54 22.0
55 22.0
56 22.0
57 22.0
58 22.0
59 22.0
60 22.0
61 22.0
62 22.0
63 22.0
64 22.0
65 22.0
66 22.0
67 22.0
68 22.0
69 22.0
70 22.0
71 22.0
72 22.0
73 22.0
74 22.0
